"Date","Price","Open","High","Low","Vol.","Change %"
"03/29/2021","1,714.60","1,732.40","1,734.80","1,705.60","182.75K","-1.16%"
"03/26/2021","1,734.70","1,727.50","1,737.90","1,721.20","99.68K","0.43%"
"03/25/2021","1,727.30","1,736.00","1,747.10","1,722.50","74.22K","-0.47%"
"03/24/2021","1,735.50","1,728.20","1,739.90","1,724.80","72.47K","0.46%"
"03/23/2021","1,727.50","1,741.20","1,744.40","1,725.20","65.40K","-0.74%"
"03/22/2021","1,740.40","1,747.50","1,749.20","1,728.60","38.35K","-0.20%"
"03/19/2021","1,743.90","1,736.30","1,748.20","1,729.30","40.49K","0.54%"
"03/18/2021","1,734.60","1,745.90","1,756.00","1,719.10","19.36K","0.31%"
"03/17/2021","1,729.20","1,732.40","1,752.70","1,724.10","15.64K","-0.23%"
"03/16/2021","1,733.20","1,732.50","1,742.60","1,727.10","16.65K","0.08%"
"03/15/2021","1,731.80","1,728.20","1,735.50","1,721.80","19.53K","0.55%"
"03/12/2021","1,722.40","1,722.60","1,730.40","1,699.40","42.74K","-0.16%"
"03/11/2021","1,725.20","1,727.60","1,740.40","1,719.30","50.44K","0.04%"
"03/10/2021","1,724.50","1,717.40","1,727.80","1,708.40","58.59K","0.28%"
"03/09/2021","1,719.70","1,683.10","1,721.40","1,679.70","48.45K","2.31%"
"03/08/2021","1,680.80","1,703.90","1,714.90","1,676.20","64.06K","-1.22%"
"03/05/2021","1,701.60","1,698.40","1,708.30","1,685.80","52.83K","-0.12%"
"03/04/2021","1,703.70","1,712.30","1,724.10","1,690.80","21.57K","-0.87%"
"03/03/2021","1,718.70","1,739.10","1,741.00","1,702.90","12.21K","-1.03%"
"03/02/2021","1,736.50","1,724.50","1,740.10","1,707.80","11.03K","0.62%"
"03/01/2021","1,725.80","1,735.40","1,759.90","1,720.20","10.64K","-0.33%"
"02/26/2021","1,731.60","1,771.50","1,775.60","1,718.10","16.64K","-2.63%"
"02/25/2021","1,778.40","1,806.90","1,806.90","1,767.10","9.09K","-1.24%"
"02/24/2021","1,800.80","1,807.90","1,815.00","1,785.00","6.49K","-0.43%"
"02/23/2021","1,808.60","1,812.20","1,817.60","1,797.40","5.53K","-0.14%"
"02/22/2021","1,811.20","1,785.80","1,814.70","1,781.50","6.10K","1.74%"
"02/19/2021","1,780.30","1,777.70","1,793.10","1,762.90","7.96K","0.13%"
"02/18/2021","1,778.00","1,779.00","1,790.80","1,769.50","5.73K","0.12%"
"02/17/2021","1,775.80","1,795.10","1,796.90","1,771.60","8.11K","-1.45%"
"02/16/2021","1,801.90","1,828.00","1,829.90","1,791.60","6.43K","0.16%"
"02/15/2021","1,799.00","1,826.00","1,827.10","1,788.10","355.92K","-1.48%"
"02/12/2021","1,826.00","1,829.30","1,833.00","1,813.30","3.84K","-0.21%"
"02/11/2021","1,829.80","1,847.40","1,850.80","1,825.50","4.30K","-0.86%"
"02/10/2021","1,845.60","1,842.30","1,858.90","1,837.80","5.70K","0.29%"
"02/09/2021","1,840.20","1,835.00","1,852.00","1,833.00","3.40K","0.19%"
"02/08/2021","1,836.80","1,818.90","1,842.20","1,809.90","6.06K","1.17%"
"02/05/2021","1,815.60","1,797.50","1,817.90","1,795.40","6.31K","1.22%"
"02/04/2021","1,793.80","1,837.50","1,838.00","1,787.30","5.83K","-2.38%"
"02/03/2021","1,837.60","1,841.20","1,848.00","1,832.40","6.79K","0.10%"
"02/02/2021","1,835.80","1,865.80","1,867.60","1,833.00","5.63K","-1.62%"
"02/01/2021","1,866.00","1,867.30","1,877.80","1,854.50","16.65K","0.72%"
"01/29/2021","1,852.70","1,847.60","1,881.00","1,844.20","6.79K","0.49%"
"01/28/2021","1,843.70","1,847.80","1,869.60","1,839.00","10.09K","-0.28%"
"01/27/2021","1,848.90","1,854.30","1,855.70","1,832.40","174.14K","-0.32%"
"01/26/2021","1,854.80","1,858.70","1,864.50","1,851.10","91.25K","-0.23%"
"01/25/2021","1,859.00","1,858.60","1,870.90","1,850.00","89.52K","-0.05%"
"01/22/2021","1,859.90","1,874.00","1,874.10","1,839.70","77.97K","-0.50%"
"01/21/2021","1,869.30","1,875.60","1,878.10","1,861.20","48.23K","-0.05%"
"01/20/2021","1,870.20","1,843.20","1,875.60","1,834.80","52.60K","1.42%"
"01/19/2021","1,844.00","1,832.30","1,848.40","1,804.70","90.42K","0.21%"
"01/18/2021","1,840.20","1,828.80","1,845.00","1,800.80","331.59K","0.35%"
"01/15/2021","1,833.70","1,850.40","1,860.20","1,826.10","40.61K","-1.17%"
"01/14/2021","1,855.40","1,849.40","1,861.10","1,830.40","73.07K","-0.18%"
"01/13/2021","1,858.80","1,858.60","1,866.50","1,845.70","70.54K","0.57%"
"01/12/2021","1,848.20","1,850.70","1,867.80","1,840.00","51.42K","-0.36%"
"01/11/2021","1,854.90","1,852.90","1,860.00","1,821.30","54.96K","0.83%"
"01/08/2021","1,839.70","1,921.60","1,922.30","1,832.00","56.15K","-4.08%"
"01/07/2021","1,918.00","1,925.90","1,933.80","1,912.20","10.63K","0.26%"
"01/06/2021","1,913.00","1,958.30","1,966.80","1,907.20","25.53K","-2.34%"
"01/05/2021","1,958.80","1,950.70","1,961.00","1,942.80","12.67K","0.39%"
"01/04/2021","1,951.10","1,912.50","1,953.00","1,911.30","16.79K","2.71%"
"12/31/2020","1,899.60","1,903.00","1,909.20","1,893.80","5.35K","0.09%"
"12/30/2020","1,897.80","1,886.50","1,903.00","1,884.30","3.35K","0.56%"
"12/29/2020","1,887.30","1,882.10","1,895.20","1,880.10","4.37K","0.13%"
"12/28/2020","1,884.80","1,890.90","1,908.00","1,877.20","3.94K","-0.14%"
"12/24/2020","1,887.40","1,881.80","1,890.00","1,877.30","2.57K","0.27%"
"12/23/2020","1,882.30","1,869.40","1,887.50","1,865.80","2.30K","0.42%"
"12/22/2020","1,874.50","1,886.90","1,893.30","1,868.00","4.15K","-0.66%"
"12/21/2020","1,887.00","1,896.80","1,915.40","1,863.30","3.96K","-0.32%"
"12/18/2020","1,893.00","1,894.80","1,899.40","1,886.20","2.55K","-0.08%"
"12/17/2020","1,894.50","1,871.60","1,906.00","1,870.50","5.68K","1.69%"
"12/16/2020","1,863.00","1,861.50","1,873.60","1,852.60","4.18K","0.19%"
"12/15/2020","1,859.40","1,835.50","1,863.00","1,834.20","3.22K","1.27%"
"12/14/2020","1,836.10","1,849.00","1,849.00","1,825.00","3.68K","-0.62%"
"12/11/2020","1,847.60","1,844.60","1,855.80","1,831.00","4.30K","0.33%"
"12/10/2020","1,841.50","1,847.50","1,857.90","1,836.60","4.64K","-0.06%"
"12/09/2020","1,842.60","1,879.10","1,879.10","1,832.40","5.56K","-1.94%"
"12/08/2020","1,879.10","1,869.80","1,883.70","1,868.20","4.14K","0.48%"
"12/07/2020","1,870.10","1,846.70","1,876.90","1,829.20","8.07K","1.42%"
"12/04/2020","1,844.00","1,847.90","1,856.20","1,836.10","4.88K","-0.04%"
"12/03/2020","1,844.70","1,837.00","1,850.70","1,830.50","4.06K","0.59%"
"12/02/2020","1,833.90","1,823.00","1,839.20","1,814.80","7.07K","0.61%"
"12/01/2020","1,822.80","1,784.10","1,824.70","1,783.30","4.19K","2.13%"
"11/30/2020","1,784.80","1,795.00","1,797.00","1,771.30","3.74K","-0.41%"
"11/27/2020","1,792.10","1,816.70","1,826.00","1,781.20","7.72K","0.22%"
"11/26/2020","1,788.10","1,812.10","1,822.60","1,776.50","282.35K","-1.28%"
"11/25/2020","1,811.20","1,812.00","1,821.70","1,804.70","133.60K","0.02%"
"11/24/2020","1,810.90","1,842.60","1,843.00","1,803.70","126.76K","-1.80%"
"11/23/2020","1,844.10","1,875.90","1,880.70","1,834.40","108.43K","-1.82%"
"11/20/2020","1,878.20","1,869.80","1,884.70","1,864.70","46.61K","0.61%"
"11/19/2020","1,866.90","1,877.00","1,877.80","1,855.70","42.39K","-0.65%"
"11/18/2020","1,879.20","1,886.00","1,889.70","1,866.20","46.70K","-0.64%"
"11/17/2020","1,891.30","1,894.30","1,898.90","1,882.70","21.64K","-0.15%"
"11/16/2020","1,894.10","1,893.70","1,904.30","1,868.80","31.18K","0.06%"
"11/13/2020","1,893.00","1,883.00","1,902.40","1,878.80","20.39K","0.68%"
"11/12/2020","1,880.20","1,873.50","1,889.50","1,867.20","46.07K","0.65%"
"11/11/2020","1,868.10","1,882.60","1,888.80","1,860.20","45.21K","-0.79%"
"11/10/2020","1,883.00","1,870.80","1,894.90","1,865.20","52.03K","1.20%"
"11/09/2020","1,860.60","1,961.70","1,973.30","1,854.00","96.86K","-5.03%"
"11/06/2020","1,959.10","1,957.40","1,968.90","1,944.60","37.30K","0.27%"
"11/05/2020","1,953.80","1,910.50","1,961.40","1,910.20","24.77K","2.66%"
"11/04/2020","1,903.10","1,917.90","1,924.00","1,888.60","21.93K","-0.75%"
"11/03/2020","1,917.40","1,903.40","1,919.00","1,895.40","14.98K","0.93%"
"11/02/2020","1,899.70","1,885.30","1,904.30","1,881.00","11.69K","0.66%"
"10/30/2020","1,887.20","1,875.10","1,897.90","1,871.10","10.61K","0.64%"
"10/29/2020","1,875.20","1,884.10","1,892.00","1,866.70","7.49K","-0.60%"
"10/28/2020","1,886.60","1,917.40","1,919.40","1,876.50","6.94K","-1.70%"
"10/27/2020","1,919.30","1,911.40","1,920.90","1,906.30","5.39K","0.32%"
"10/26/2020","1,913.20","1,912.30","1,918.30","1,900.20","4.28K","0.03%"
"10/23/2020","1,912.70","1,914.50","1,924.50","1,902.80","4.61K","0.04%"
"10/22/2020","1,912.00","1,935.50","1,936.10","1,902.00","6.46K","-1.29%"
"10/21/2020","1,936.90","1,917.80","1,943.20","1,917.80","5.00K","0.73%"
"10/20/2020","1,922.90","1,913.30","1,925.00","1,904.40","4.82K","0.19%"
"10/19/2020","1,919.30","1,912.70","1,930.80","1,908.50","4.53K","0.28%"
"10/16/2020","1,914.00","1,920.70","1,925.80","1,908.80","3.17K","-0.14%"
"10/15/2020","1,916.60","1,911.50","1,920.70","1,900.50","3.29K","0.08%"
"10/14/2020","1,915.10","1,903.00","1,925.10","1,892.80","2.33K","0.68%"
"10/13/2020","1,902.20","1,936.10","1,937.80","1,897.80","6.20K","-1.76%"
"10/12/2020","1,936.30","1,942.40","1,945.30","1,931.30","3.01K","0.14%"
"10/09/2020","1,933.60","1,906.00","1,944.00","1,906.00","8.33K","1.62%"
"10/08/2020","1,902.70","1,897.70","1,911.90","1,893.00","7.06K","0.26%"
"10/07/2020","1,897.70","1,889.00","1,908.50","1,884.00","6.46K","-0.94%"
"10/06/2020","1,915.80","1,925.00","1,933.50","1,886.30","2.92K","-0.58%"
"10/05/2020","1,927.00","1,914.30","1,931.60","1,898.40","2.92K","0.64%"
"10/02/2020","1,914.70","1,918.00","1,930.40","1,903.50","2.00K","-0.45%"
"10/01/2020","1,923.40","1,901.10","1,924.50","1,897.60","2.19K","1.09%"
"09/30/2020","1,902.60","1,910.20","1,915.20","1,893.40","3.47K","-0.41%"
"09/29/2020","1,910.40","1,893.40","1,911.80","1,889.40","2.22K","1.49%"
"09/28/2020","1,882.30","1,862.70","1,888.20","1,851.10","235.92K","0.86%"
"09/25/2020","1,866.30","1,872.70","1,879.30","1,854.10","230.86K","-0.56%"
"09/24/2020","1,876.90","1,866.90","1,880.90","1,851.00","345.04K","0.45%"
"09/23/2020","1,868.40","1,905.10","1,909.90","1,856.00","411.56K","-2.05%"
"09/22/2020","1,907.60","1,918.10","1,925.50","1,898.90","282.71K","-0.16%"
"09/21/2020","1,910.60","1,957.30","1,962.90","1,885.40","386.67K","-2.62%"
"09/18/2020","1,962.10","1,951.10","1,968.20","1,951.10","174.77K","0.63%"
"09/17/2020","1,949.90","1,967.60","1,969.30","1,938.20","273.14K","-1.05%"
"09/16/2020","1,970.50","1,961.40","1,983.80","1,957.20","298.39K","0.22%"
"09/15/2020","1,966.20","1,966.20","1,982.40","1,955.60","239.54K","0.13%"
"09/14/2020","1,963.70","1,948.90","1,972.50","1,945.20","200.09K","0.81%"
"09/11/2020","1,947.90","1,953.80","1,963.40","1,944.00","205.23K","-0.83%"
"09/10/2020","1,964.30","1,955.30","1,975.20","1,948.60","271.48K","0.48%"
"09/09/2020","1,954.90","1,939.40","1,959.70","1,926.30","227.18K","0.60%"
"09/08/2020","1,943.20","1,938.00","1,948.30","1,911.70","416.01K","0.00%"
"09/07/2020","1,943.20","1,938.00","1,948.30","1,911.70","416.01K","0.46%"
"09/04/2020","1,934.30","1,938.00","1,956.60","1,921.60","304.74K","-0.18%"
"09/03/2020","1,937.80","1,948.90","1,956.60","1,927.20","303.03K","-0.35%"
"09/02/2020","1,944.70","1,976.80","1,980.40","1,938.90","332.59K","-1.73%"
"09/01/2020","1,978.90","1,973.70","2,001.20","1,969.20","304.89K","0.02%"
"08/31/2020","1,978.60","1,973.90","1,985.80","1,962.30","245.11K","0.19%"
"08/28/2020","1,974.90","1,937.50","1,983.00","1,928.20","334.10K","2.19%"
"08/27/2020","1,932.60","1,963.00","1,987.00","1,914.70","467.17K","-1.02%"
"08/26/2020","1,952.50","1,939.00","1,963.40","1,908.40","342.21K","1.53%"
"08/25/2020","1,923.10","1,935.90","1,944.10","1,919.10","274.11K","-0.83%"
"08/24/2020","1,939.20","1,947.90","1,970.30","1,930.80","286.26K","-0.40%"
"08/21/2020","1,947.00","1,955.60","1,963.10","1,916.60","355.07K","0.03%"
"08/20/2020","1,946.50","1,934.40","1,963.10","1,928.90","383.34K","-1.21%"
"08/19/2020","1,970.30","2,010.50","2,015.60","1,930.50","443.26K","-2.13%"
"08/18/2020","2,013.10","1,993.60","2,024.60","1,985.20","361.48K","0.72%"
"08/17/2020","1,998.70","1,956.40","2,000.80","1,939.10","289.44K","2.51%"
"08/14/2020","1,949.80","1,963.80","1,970.00","1,939.10","241.80K","-1.05%"
"08/13/2020","1,970.40","1,927.30","1,974.80","1,923.00","349.89K","1.10%"
"08/12/2020","1,949.00","1,921.60","1,961.00","1,874.20","459.84K","0.14%"
"08/11/2020","1,946.30","2,038.40","2,040.50","1,911.30","565.00K","-4.58%"
"08/10/2020","2,039.70","2,044.80","2,060.80","2,027.80","251.31K","0.58%"
"08/07/2020","2,028.00","2,076.40","2,089.20","2,024.80","398.13K","-2.00%"
"08/06/2020","2,069.40","2,055.00","2,081.80","2,049.00","312.76K","0.98%"
"08/05/2020","2,049.30","2,037.00","2,070.30","2,027.50","366.38K","1.40%"
"08/04/2020","2,021.00","1,993.50","2,037.70","1,982.60","274.42K","1.75%"
"08/03/2020","1,986.30","1,997.40","2,009.50","1,975.20","178.75K","0.02%"
"07/31/2020","1,985.90","1,973.60","2,005.40","1,971.40","279.32K","0.97%"
"07/30/2020","1,966.80","1,986.40","1,987.30","1,952.30","271.38K","0.08%"
"07/29/2020","1,965.30","1,960.10","1,986.40","1,945.10","23.27K","0.64%"
"07/28/2020","1,952.80","1,948.10","1,985.90","1,912.20","30.15K","0.59%"
"07/27/2020","1,941.40","1,913.10","1,954.60","1,912.30","23.25K","1.64%"
"07/24/2020","1,910.10","1,897.00","1,917.40","1,893.00","11.64K","0.42%"
"07/23/2020","1,902.20","1,883.40","1,911.00","1,875.00","10.77K","1.36%"
"07/22/2020","1,876.70","1,852.40","1,883.30","1,852.40","11.13K","1.24%"
"07/21/2020","1,853.80","1,829.50","1,854.70","1,827.20","9.18K","1.44%"
"07/20/2020","1,827.40","1,821.80","1,833.20","1,818.10","4.49K","0.36%"
"07/17/2020","1,820.90","1,808.70","1,824.30","1,807.10","4.31K","0.51%"
"07/16/2020","1,811.70","1,825.80","1,827.40","1,805.50","2.86K","-0.79%"
"07/15/2020","1,826.10","1,824.10","1,830.80","1,816.50","2.41K","0.03%"
"07/14/2020","1,825.50","1,819.00","1,826.90","1,804.50","6.31K","-0.13%"
"07/13/2020","1,827.80","1,817.00","1,832.00","1,815.50","4.01K","0.67%"
"07/10/2020","1,815.60","1,821.20","1,830.40","1,810.60","5.21K","-0.11%"
"07/09/2020","1,817.60","1,831.80","1,838.60","1,814.80","5.32K","-0.89%"
"07/08/2020","1,834.00","1,819.70","1,842.30","1,816.80","6.30K","0.68%"
"07/07/2020","1,821.70","1,806.90","1,822.00","1,793.00","6.82K","0.93%"
"07/06/2020","1,804.90","1,797.90","1,810.00","1,791.00","2.54K","0.64%"
"07/03/2020","1,793.50","1,787.90","1,799.00","1,779.20","184.65K","-0.42%"
"07/02/2020","1,801.00","1,790.50","1,802.50","1,777.50","4.65K","0.57%"
"07/01/2020","1,790.80","1,806.90","1,816.80","1,778.80","4.21K","-1.06%"
"06/30/2020","1,810.00","1,793.80","1,813.00","1,784.40","3.30K","1.08%"
"06/29/2020","1,790.60","1,798.10","1,799.10","1,786.10","1.37K","0.04%"
"06/26/2020","1,789.80","1,783.70","1,795.40","1,763.50","2.09K","0.57%"
"06/25/2020","1,779.70","1,778.40","1,788.00","1,773.60","3.56K","-0.24%"
"06/24/2020","1,784.00","1,793.00","1,803.70","1,779.60","1.47K","-0.32%"
"06/23/2020","1,789.80","1,773.60","1,793.90","1,766.40","1.49K","0.88%"
"06/22/2020","1,774.20","1,773.00","1,786.30","1,763.10","2.61K","0.75%"
"06/19/2020","1,761.00","1,738.80","1,767.00","1,738.50","1.97K","1.21%"
"06/18/2020","1,739.90","1,745.00","1,756.40","1,731.20","1.83K","-0.25%"
"06/17/2020","1,744.30","1,745.30","1,747.40","1,726.40","1.26K","-0.06%"
"06/16/2020","1,745.30","1,743.70","1,749.20","1,732.00","1.17K","0.55%"
"06/15/2020","1,735.70","1,749.70","1,750.20","1,715.30","1.06K","-0.60%"
"06/12/2020","1,746.20","1,744.90","1,761.70","1,738.10","0.68K","-0.15%"
"06/11/2020","1,748.80","1,758.00","1,763.70","1,737.00","1.75K","1.06%"
"06/10/2020","1,730.40","1,732.30","1,757.80","1,724.00","2.46K","-0.10%"
"06/09/2020","1,732.20","1,715.10","1,738.80","1,709.80","2.73K","0.96%"
"06/08/2020","1,715.70","1,694.70","1,716.90","1,693.80","0.77K","1.28%"
"06/05/2020","1,694.10","1,731.30","1,732.80","1,683.80","1.74K","-2.53%"
"06/04/2020","1,738.10","1,716.20","1,739.20","1,711.30","3.07K","1.28%"
"06/03/2020","1,716.10","1,744.80","1,745.70","1,701.50","3.46K","-1.56%"
"06/02/2020","1,743.30","1,763.00","1,765.80","1,737.50","2.20K","-0.90%"
"06/01/2020","1,759.10","1,766.50","1,768.50","1,746.80","1.82K","-0.09%"
"05/29/2020","1,760.70","1,745.00","1,763.30","1,738.00","2.66K","1.35%"
"05/28/2020","1,737.30","1,732.30","1,752.40","1,728.60","3.35K","0.61%"
"05/27/2020","1,726.80","1,724.10","1,729.10","1,701.60","158.95K","-0.08%"
"05/26/2020","1,728.20","1,753.00","1,755.60","1,721.20","152.50K","1.33%"
"05/25/2020","1,705.60","1,734.80","1,737.20","1,700.00","313.17K","-2.73%"
"05/22/2020","1,753.50","1,741.60","1,758.00","1,737.80","61.87K","0.96%"
"05/21/2020","1,736.90","1,765.30","1,765.30","1,731.20","59.71K","-1.63%"
"05/20/2020","1,765.60","1,761.40","1,770.10","1,757.10","35.79K","0.44%"
"05/19/2020","1,757.90","1,746.80","1,763.90","1,739.60","24.24K","0.64%"
"05/18/2020","1,746.70","1,769.40","1,787.50","1,741.90","27.74K","-1.20%"
"05/15/2020","1,768.00","1,750.00","1,772.80","1,748.30","20.76K","0.91%"
"05/14/2020","1,752.10","1,734.40","1,757.00","1,726.80","21.06K","1.46%"
"05/13/2020","1,726.90","1,716.10","1,734.90","1,710.50","37.39K","0.56%"
"05/12/2020","1,717.30","1,712.30","1,728.40","1,706.20","49.23K","0.35%"
"05/11/2020","1,711.30","1,718.10","1,726.60","1,705.00","52.43K","-0.89%"
"05/08/2020","1,726.60","1,737.00","1,745.10","1,716.70","46.93K","-0.52%"
"05/07/2020","1,735.70","1,694.20","1,743.10","1,692.30","44.14K","2.31%"
"05/06/2020","1,696.50","1,722.30","1,724.50","1,691.00","20.00K","-1.30%"
"05/05/2020","1,718.90","1,717.50","1,725.60","1,703.60","14.77K","-0.08%"
"05/04/2020","1,720.30","1,718.10","1,731.50","1,707.00","11.14K","0.77%"
"05/01/2020","1,707.20","1,699.70","1,720.20","1,683.30","12.18K","0.36%"
"04/30/2020","1,701.00","1,733.20","1,742.70","1,694.10","11.76K","-1.06%"
"04/29/2020","1,719.20","1,730.50","1,739.20","1,714.00","5.11K","-0.50%"
"04/28/2020","1,727.80","1,729.10","1,736.70","1,709.40","8.40K","-0.05%"
"04/27/2020","1,728.70","1,749.20","1,750.00","1,724.50","7.47K","-0.63%"
"04/24/2020","1,739.70","1,756.30","1,763.70","1,730.00","6.69K","-0.52%"
"04/23/2020","1,748.80","1,738.00","1,767.40","1,734.80","5.56K","0.42%"
"04/22/2020","1,741.40","1,700.50","1,745.20","1,698.70","8.54K","3.05%"
"04/21/2020","1,689.80","1,713.00","1,719.30","1,668.40","13.05K","-1.33%"
"04/20/2020","1,712.60","1,694.50","1,719.30","1,686.40","9.96K","0.74%"
"04/17/2020","1,700.10","1,740.00","1,740.00","1,693.10","12.31K","-1.91%"
"04/16/2020","1,733.20","1,744.00","1,768.50","1,724.60","6.73K","-0.46%"
"04/15/2020","1,741.20","1,754.20","1,760.10","1,732.80","5.81K","-1.59%"
"04/14/2020","1,769.40","1,762.40","1,789.00","1,748.60","9.46K","0.48%"
"04/13/2020","1,760.90","1,739.30","1,771.30","1,724.40","5.10K","0.50%"
"04/09/2020","1,752.10","1,678.20","1,753.50","1,678.20","10.13K","4.06%"
"04/08/2020","1,683.80","1,679.00","1,694.60","1,671.20","4.76K","0.06%"
"04/07/2020","1,682.80","1,705.00","1,739.70","1,672.90","7.22K","-0.56%"
"04/06/2020","1,692.20","1,648.10","1,712.90","1,638.20","9.30K","2.84%"
"04/03/2020","1,645.50","1,635.00","1,652.60","1,624.30","4.33K","0.48%"
"04/02/2020","1,637.70","1,602.90","1,645.20","1,596.50","7.55K","2.89%"
"04/01/2020","1,591.70","1,590.70","1,611.90","1,580.00","5.77K","-0.31%"
"03/31/2020","1,596.60","1,640.40","1,641.60","1,589.30","6.07K","-2.85%"
"03/30/2020","1,643.50","1,663.10","1,674.00","1,632.30","6.14K","-0.64%"
"03/27/2020","1,654.10","1,653.40","1,661.00","1,630.70","159.26K","-0.37%"
"03/26/2020","1,660.30","1,642.20","1,677.20","1,612.00","145.43K","1.59%"
"03/25/2020","1,634.30","1,665.50","1,698.00","1,609.00","107.99K","-1.74%"
"03/24/2020","1,663.30","1,566.30","1,693.50","1,566.30","175.51K","5.76%"
"03/23/2020","1,572.70","1,508.40","1,574.80","1,489.40","98.80K","5.69%"
"03/20/2020","1,488.10","1,474.70","1,522.50","1,460.90","46.27K","0.39%"
"03/19/2020","1,482.30","1,489.70","1,505.20","1,462.80","64.61K","0.11%"
"03/18/2020","1,480.60","1,533.70","1,548.90","1,476.00","73.22K","-3.11%"
"03/17/2020","1,528.10","1,505.80","1,556.40","1,468.60","73.57K","2.65%"
"03/16/2020","1,488.60","1,564.80","1,576.00","1,453.00","73.79K","-2.03%"
"03/13/2020","1,519.50","1,581.00","1,600.40","1,507.00","75.40K","-4.63%"
"03/12/2020","1,593.20","1,638.70","1,654.00","1,563.40","94.80K","-3.17%"
"03/11/2020","1,645.40","1,652.40","1,674.70","1,635.70","85.84K","-1.08%"
"03/10/2020","1,663.30","1,683.40","1,683.50","1,644.50","52.24K","-0.91%"
"03/09/2020","1,678.60","1,694.50","1,707.80","1,660.80","54.57K","0.15%"
"03/06/2020","1,676.10","1,676.90","1,696.50","1,646.20","71.20K","0.25%"
"03/05/2020","1,672.00","1,642.70","1,679.20","1,641.50","27.67K","1.51%"
"03/04/2020","1,647.20","1,643.00","1,658.60","1,637.40","28.13K","-0.10%"
"03/03/2020","1,648.90","1,594.30","1,654.70","1,594.30","34.66K","3.09%"
"03/02/2020","1,599.50","1,598.40","1,616.50","1,581.20","23.69K","1.76%"
"02/28/2020","1,571.80","1,651.70","1,656.10","1,569.10","65.34K","-4.64%"
"02/27/2020","1,648.20","1,649.90","1,668.20","1,642.40","22.88K","-0.04%"
"02/26/2020","1,648.90","1,643.00","1,662.70","1,632.40","20.86K","-0.42%"
"02/25/2020","1,655.80","1,670.00","1,670.00","1,632.60","23.32K","-1.58%"
"02/24/2020","1,682.40","1,660.30","1,697.00","1,658.80","40.17K","1.68%"
"02/21/2020","1,654.60","1,628.30","1,657.40","1,627.60","19.99K","1.75%"
"02/20/2020","1,626.20","1,620.00","1,632.00","1,612.60","15.70K","0.54%"
"02/19/2020","1,617.50","1,610.20","1,621.50","1,608.10","6.16K","0.51%"
"02/18/2020","1,609.30","1,590.40","1,613.80","1,587.50","17.65K","0.36%"
"02/17/2020","1,603.60","1,585.10","1,608.20","1,581.80","414.24K","0.73%"
"02/14/2020","1,591.90","1,585.30","1,593.60","1,581.90","16.79K","0.47%"
"02/13/2020","1,584.50","1,574.60","1,587.00","1,574.50","4.72K","0.46%"
"02/12/2020","1,577.30","1,576.70","1,579.20","1,570.50","17.80K","0.09%"
"02/11/2020","1,575.90","1,581.60","1,583.10","1,570.90","12.95K","-0.60%"
"02/10/2020","1,585.40","1,581.60","1,586.30","1,577.80","4.94K","0.39%"
"02/07/2020","1,579.20","1,575.70","1,583.30","1,570.00","5.77K","0.22%"
"02/06/2020","1,575.80","1,564.50","1,577.60","1,562.00","3.20K","0.45%"
"02/05/2020","1,568.70","1,563.40","1,571.70","1,556.90","10.77K","0.47%"
"02/04/2020","1,561.40","1,588.40","1,589.60","1,558.70","6.79K","-1.69%"
"02/03/2020","1,588.30","1,603.60","1,603.90","1,579.10","3.91K","-0.35%"
"01/31/2020","1,593.80","1,584.90","1,601.20","1,581.20","6.87K","-0.08%"
"01/30/2020","1,595.10","1,587.30","1,596.50","1,583.10","13.36K","1.21%"
"01/29/2020","1,576.00","1,572.00","1,583.00","1,567.90","238.02K","0.01%"
"01/28/2020","1,575.80","1,587.10","1,588.50","1,570.40","194.66K","-0.50%"
"01/27/2020","1,583.70","1,586.10","1,594.70","1,581.60","138.92K","0.35%"
"01/24/2020","1,578.20","1,568.40","1,581.60","1,562.10","124.27K","0.42%"
"01/23/2020","1,571.60","1,564.70","1,573.70","1,557.50","69.90K","0.56%"
"01/22/2020","1,562.90","1,564.40","1,565.70","1,556.30","76.26K","-0.08%"
"01/21/2020","1,564.10","1,564.20","1,574.80","1,552.10","68.33K","0.40%"
"01/20/2020","1,557.90","1,557.30","1,568.80","1,546.00","462.62K","-0.55%"
"01/17/2020","1,566.50","1,558.30","1,567.50","1,555.50","37.82K","0.64%"
"01/16/2020","1,556.50","1,562.60","1,564.40","1,554.10","32.58K","-0.23%"
"01/15/2020","1,560.10","1,552.90","1,564.80","1,552.90","44.84K","0.59%"
"01/14/2020","1,550.90","1,555.40","1,555.60","1,542.80","43.90K","-0.39%"
"01/13/2020","1,557.00","1,569.50","1,569.50","1,553.40","82.13K","-0.60%"
"01/10/2020","1,566.40","1,560.10","1,570.30","1,553.00","47.51K","0.37%"
"01/09/2020","1,560.60","1,564.30","1,568.30","1,547.40","35.81K","-0.38%"
"01/08/2020","1,566.50","1,583.30","1,619.60","1,559.80","55.74K","-0.89%"
"01/07/2020","1,580.50","1,573.10","1,585.30","1,563.30","45.63K","0.34%"
"01/06/2020","1,575.10","1,572.20","1,595.70","1,568.90","48.64K","1.05%"
"01/03/2020","1,558.70","1,537.90","1,562.20","1,536.70","19.72K","1.59%"
"01/02/2020","1,534.30","1,527.50","1,540.10","1,526.00","19.19K","0.33%"
"12/31/2019","1,529.30","1,523.80","1,534.50","1,523.80","18.81K","0.31%"
